Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ragi,2021,Kharif     ,Odisha,0.0,0.0,2230.2565872448217,0.0,0.0,0.0
Ragi,2021,Rabi       ,Odisha,6084.646738168114,6672.0521036406935,1393.5162918396702,681385.0339142673,1828.0572270043017,0.8452776748282742
Ragi,2021,Summer     ,Odisha,70.74899996869235,78.5675879384955,1416.842520160169,27070.970479401203,31.87026369858603,0.7603837253643333
Ragi,2021,Winter     ,Odisha,29517.98508838136,22796.161721933702,1466.4396687254848,5826634.518971937,10029.434704207575,0.6563155797626321
Rapeseed &Mustard,2021,Rabi       ,Odisha,0.0,0.0,1979.567057648201,0.0,0.0,0.0
Rapeseed &Mustard,2021,Winter     ,Odisha,6070.388512388169,2283.763897682478,1521.2829957676297,1236949.8072978836,2541.648501800117,0.2873042748182224
Rice,2021,Autumn     ,Odisha,420702.5485204848,720711.5071852446,1464.455928780932,77428077.4569825,148441.9610872881,1.4993698307789565
Rice,2021,Kharif     ,Odisha,4597392.113131236,1723048.5761611075,1219.8445938309587,333847827.1963714,236229.0804221424,0.6182159097854873
Rice,2021,Summer     ,Odisha,991429.0316507452,934147.5650953602,1413.3390220771607,161431718.30853322,337561.2056961828,3.0126818740430235
Rice,2021,Winter     ,Odisha,3123896.353683812,8158536.369224944,1509.7686645987533,594709102.2001778,1191615.852554011,2.2602355636492564
Safflower,2021,Rabi       ,Odisha,49.95313511379611,59.64814605368814,1531.276349174088,25959.664822454703,27.31852409112188,0.6432495565525139
Sannhamp,2021,Kharif     ,Odisha,4895.617124019769,25324.025855484862,1552.8526662203258,872073.1519042962,1930.4333540387167,4.743446469910402
Sannhamp,2021,Whole Year ,Odisha,4947.218743305256,149939.74489757934,0.0,0.0,0.0,9.338995954005162
Sesamum,2021,Autumn     ,Odisha,1554.2500902092993,467.3771070334757,1447.6192557764682,391094.3174107476,593.4423459122568,0.3010317604649511
Sesamum,2021,Kharif     ,Odisha,0.0,0.0,2216.4317478000894,0.0,0.0,0.0
Sesamum,2021,Rabi       ,Odisha,69492.39119662366,24878.135824562967,1512.6289442813832,7910586.506245534,18666.410929892696,0.3651414686005884
Sesamum,2021,Summer     ,Odisha,670.8957498112662,269.6763641103327,1421.0748759688677,371766.8674001382,254.82932370345645,0.3820254033382642
Sesamum,2021,Winter     ,Odisha,4550.201793437711,1985.5266193438952,1597.391892813365,1689581.9185969024,1632.4153227579668,0.2420891027310786
Small millets,2021,Kharif     ,Odisha,26889.94601050366,16846.842479457875,1654.586328431135,5602138.7723726975,11394.026265714094,0.4693124815240369
Soyabean,2021,Kharif     ,Odisha,58.05378296296084,9.865551053832888,1433.3489578379886,6268.876171086957,14.982824515048751,0.174097810597074
Sugarcane,2021,Whole Year ,Odisha,7438.249312142047,393184.1840833779,3954.4079990321225,606766.9446394815,0.0,74.72173884345169
Sugarcane,2021,Winter     ,Odisha,4130.4944114562,276625.5441493734,1500.5675108725309,1156213.8234965494,1683.5605170129743,65.08568817713763
Sunflower,2021,Kharif     ,Odisha,674.0591031581491,457.02849444622535,1515.2526410255384,108668.72131634486,238.5219142007308,0.9214744529832024
Sunflower,2021,Rabi       ,Odisha,14855.856855401877,21018.56606880536,1554.4708195224794,2882380.218930205,6190.312523779116,1.3245419557885547
Sweet potato,2021,Kharif     ,Odisha,41726.5171848703,358919.8333981113,1605.642855366908,6271672.526235862,13318.240902665431,9.608644533602392
Sweet potato,2021,Rabi       ,Odisha,5747.082673369386,61975.26158466614,1680.2047186054194,1079287.3754314245,2398.6245055185727,8.559931612337692
Sweet potato,2021,Whole Year ,Odisha,91953.31949756831,967772.9404072434,2264.914231124108,10830220.62794414,13795.428141061431,10.69066067939127
Tobacco,2021,Rabi       ,Odisha,117.65700737943988,85.04868798464534,1556.4069374021842,20440.619591594103,50.577701637955286,0.7158227144080961
Tobacco,2021,Whole Year ,Odisha,10.438831233052804,2143.1635056243385,1482.3756779797,0.0,0.0,0.6931559067176991
Turmeric,2021,Kharif     ,Odisha,29539.9886535896,57279.10346436196,1624.7519404066086,5153400.470695569,11637.929908750251,2.296381063649093
Turmeric,2021,Whole Year ,Odisha,14009.527547388583,33450.03491476254,2238.2503998420702,2117843.7193805263,0.0,2.0295205452577174
Urad,2021,Autumn     ,Odisha,18086.297199367706,5045.3641281068185,1487.0969999741596,3416647.1025844454,6017.995748751655,0.3463949102421004
Urad,2021,Kharif     ,Odisha,0.0,0.0,2078.9641169032216,0.0,0.0,0.0
Urad,2021,Rabi       ,Odisha,295847.4851653561,105833.43098896934,1509.47717869727,30943355.505483884,70711.11865264439,0.3630512923397917
Urad,2021,Summer     ,Odisha,9713.138382521636,4641.940098898452,1593.6547937658684,1662325.4737811775,3101.8304757892533,0.4280917502835998
Urad,2021,Winter     ,Odisha,38401.652200764736,16007.657581815014,1574.3069045563343,7883272.229938593,12442.703238709712,0.3828682595997162
Wheat,2021,Rabi       ,Odisha,0.0,0.0,1433.7741357681805,0.0,0.0,1.9997593464352588
Wheat,2021,Summer     ,Odisha,0.0,0.0,1597.1341633998156,0.0,0.0,1.7311779157787262
Arhar/Tur,2022,Autumn     ,Odisha,26996.92263839464,7009.950354079981,1582.8812856597551,2554471.3099548607,7750.877231807534,0.2067992993120943
Arhar/Tur,2022,Kharif     ,Odisha,122242.90542900756,148684.30690497803,1576.7064970506478,22799966.700690195,47558.06111922918,1.1119522321791415
Arhar/Tur,2022,Rabi       ,Odisha,345.2022238819522,299.9276514147256,1591.9397399942825,30779.89511949228,84.95728685359708,1.354448210150644
Arhar/Tur,2022,Summer     ,Odisha,84100.43599711964,16505.156852735792,1539.3425422957766,7849108.713680371,28127.89547005258,0.2105138264332527
Arhar/Tur,2022,Winter     ,Odisha,114068.83195699452,22662.11476269658,1524.83942896501,11234825.807500957,37844.35108862516,0.181605005393105
Bajra,2022,Kharif     ,Odisha,1488.5900111433468,813.5220829694046,1618.2630965547255,304189.4971427459,580.5441743885676,0.6855004773757765
Castor seed,2022,Kharif     ,Odisha,3903.6671555744274,2561.812293786135,1517.1884045927898,710954.5365715582,1418.0212153874322,0.862360048812988
Castor seed,2022,Rabi       ,Odisha,971.5175578477056,890.606911401326,1545.0615550894174,257118.6082913279,448.78956091194624,0.6295561848518515
Coriander,2022,Rabi       ,Odisha,18628.192672114896,13168.811953371547,1705.0798792540488,3541879.001108557,7594.79082281619,0.5801183330317257
Coriander,2022,Whole Year ,Odisha,46985.93282735151,24355.684238785296,2170.68589244833,5974878.699929944,8717.823186133974,0.5592837235117989
Cotton(lint),2022,Kharif     ,Odisha,198225.5335030485,601182.757204,1555.5837785788674,33021541.65912677,72048.3671267533,3.486898599945248
Cowpea(Lobia),2022,Kharif     ,Odisha,40736.9429778967,28912.87866348949,1473.2918189472443,6268305.506166258,13474.448279329295,0.73514370873456
Cowpea(Lobia),2022,Rabi       ,Odisha,26284.38520071044,20943.81539479098,1550.0812760009592,4436145.515289468,10203.20215624467,0.7295395381082432
Dry chillies,2022,Kharif     ,Odisha,23615.993298052177,19665.112870738365,1545.6014828385123,3884586.415602986,8887.098847228754,0.942921955413602
Dry chillies,2022,Rabi       ,Odisha,48699.557987448745,65862.06785798073,1539.2304717474185,8929841.09923915,18722.873683651866,1.4060983679219774
Dry chillies,2022,Whole Year ,Odisha,118304.9240993672,80408.11745059685,2204.1591528103545,13039735.638749374,9051.388477928696,0.8353890556450052
Garlic,2022,Rabi       ,Odisha,13562.41836697695,48102.15340494828,1578.1257411169834,2415736.138721043,5175.235437184705,4.535489233108092
Garlic,2022,Whole Year ,Odisha,20720.28439956942,74120.23992510105,2186.0349955003835,2566807.7696566386,3025.429926337597,3.273663869710247
Ginger,2022,Kharif     ,Odisha,16663.460862166023,261074.33726171707,1570.817666885925,3302916.12450248,6844.325028063828,13.89845540444473
Gram,2022,Rabi       ,Odisha,24641.890881495896,20288.3539925034,1552.144866454074,5083050.632533372,11409.573464064217,0.862821706736901
Groundnut,2022,Autumn     ,Odisha,11506.252970102,12982.192029283737,1509.405829726404,2611813.3335477584,4190.14348848678,1.0996398745793068
Groundnut,2022,Kharif     ,Odisha,0.0,10522.125335535206,2124.780738482073,0.0,0.0,0.7902364599518303
Groundnut,2022,Rabi       ,Odisha,164711.88510891085,250670.4778467845,1408.7518943662196,15506889.371488089,38402.65424615536,1.5962964994855766
Groundnut,2022,Summer     ,Odisha,15530.973941462684,37751.32681502855,1441.1908188845036,3995881.598433944,6478.181160436018,1.5654406919587565
Groundnut,2022,Winter     ,Odisha,461.40118745415566,1300.2844721488643,1559.1131118694211,264171.38763989444,251.93306530261853,1.525527949967519
Horse-gram,2022,Kharif     ,Odisha,114186.54592591531,50728.73956362563,3939.785459309957,11394420.513753654,20431.63882504693,0.5084015136362587
Horse-gram,2022,Rabi       ,Odisha,301960.9386095266,97617.32476768442,1576.658160025926,33901313.199187025,76668.51286339856,0.311623721300323
Horse-gram,2022,Summer     ,Odisha,0.0,0.0,1478.886500392552,1940.2950562939468,0.0,0.4691915295437698
Horse-gram,2022,Winter     ,Odisha,7708.817996873507,6399.171436581031,1569.9040484840002,3968244.577923895,3677.5665722493086,0.4179911789382197
Jowar,2022,Kharif     ,Odisha,4607.996605042428,2837.687530125647,1683.5825824378649,886172.7175025403,1831.5716933600263,0.6183493831522432
Jute,2022,Autumn     ,Odisha,0.0,0.0,1507.0227600066896,0.0,0.0,1.925562815719964
Jute,2022,Kharif     ,Odisha,0.0,0.0,2168.771146989898,0.0,0.0,19.109342018515235
Linseed,2022,Rabi       ,Odisha,8379.271105218084,4073.544544198816,1810.513334205959,1387351.292304488,2990.8807047811115,0.471436926560922
Maize,2022,Autumn     ,Odisha,73172.71456612654,222772.11914297284,1434.167403188648,13661087.979796246,26648.377862237707,1.7352916202725404
Maize,2022,Kharif     ,Odisha,0.0,0.0,2202.1137401289047,0.0,0.0,0.0
Maize,2022,Rabi       ,Odisha,39985.91902627091,55630.89723165392,2585.688140187013,3836597.249491152,8821.29511099663,0.9854439981523436
Maize,2022,Summer     ,Odisha,3930.042911835288,11825.34910472627,1498.8495579332705,655956.9308936043,1174.6658489604995,2.467535458117297
Maize,2022,Winter     ,Odisha,109.08183173419992,35.35537113008984,1342.3238457408338,34358.664958644345,67.25256104725071,2.552505496710815
Masoor,2022,Rabi       ,Odisha,7377.917795190093,4435.52071035478,1382.75509569132,1584952.1512511768,3033.007446632092,0.522418356759074
Mesta,2022,Kharif     ,Odisha,1168.677591271744,8245.817927191705,1613.8723708443313,470330.6575218679,878.932360320048,5.089689484250515
Moong(Green Gram),2022,Autumn     ,Odisha,22057.455598694665,7289.967978435517,1608.0525494664237,3951834.394630236,8297.741772454725,0.4338768548422962
Moong(Green Gram),2022,Kharif     ,Odisha,713665.5786845905,99549.94521957602,2065.5554416077625,61302491.489331126,147873.66836282512,0.0
Moong(Green Gram),2022,Rabi       ,Odisha,457756.33406919386,171605.81541276636,1513.1207204396687,44853932.77194916,114042.21730706318,0.3634688556145258
Moong(Green Gram),2022,Summer     ,Odisha,170495.73276262975,77042.10311804061,1415.8351801486683,30531337.203096308,65743.1904855197,0.4649876128264885
Moong(Green Gram),2022,Winter     ,Odisha,71120.30383267504,26185.189473730105,1442.085497218855,14362278.627392445,28715.55089154293,0.4144092665464995
Niger seed,2022,Kharif     ,Odisha,21339.32194263225,0.0,2135.9639242260337,0.0,0.0,0.0
Niger seed,2022,Rabi       ,Odisha,298601.78304985474,79944.46004496144,1412.1261708037005,35601756.78636533,67354.71780312654,0.0774242303009714
Niger seed,2022,Winter     ,Odisha,8979.697237885233,6073.965944472654,1534.2462992643675,1347399.4152630288,4121.725301027953,0.3511998690408239
Onion,2022,Rabi       ,Odisha,36971.68823617503,465492.2218235791,1561.6838100147197,5622218.076971208,13781.658074686467,12.170546008742496
Onion,2022,Whole Year ,Odisha,0.0,0.0,1531.5384017243284,0.0,0.0,17.505141330577032
Other  Rabi pulses,2022,Rabi       ,Odisha,90102.502089905,41783.36210283343,1765.3286974257087,15980320.53938379,31494.20916990245,0.4902447343371614
Other Kharif pulses,2022,Kharif     ,Odisha,88506.8172197413,36227.7520871023,1839.2600711034245,16179192.260660524,31512.93531560386,0.4867440552625014
Peas & beans (Pulses),2022,Rabi       ,Odisha,29669.21207702223,25132.785550011908,1545.9003375752352,5902841.028818722,12225.886906063715,0.8061288297673821
Potato,2022,Whole Year ,Odisha,796.0287989216502,15903.52525954065,1546.2181868991097,82643.55722468253,0.0,10.045601954657863
Potato,2022,Winter     ,Odisha,4120.164937572433,48607.96295662697,1454.4898120611274,855830.7807588021,1645.0075847479611,12.753332491138442
Ragi,2022,Autumn     ,Odisha,3646.673446433463,3274.80269824931,1513.34024728927,1559154.501163985,1630.1837694366152,0.6389686217029232
Ragi,2022,Kharif     ,Odisha,0.0,0.0,2366.608887988816,0.0,0.0,0.0
Ragi,2022,Rabi       ,Odisha,6964.729754575244,6569.820760768645,1437.4026169639465,758348.008930168,1843.3539024972777,0.7773642389211812
Ragi,2022,Summer     ,Odisha,53.12199283716784,59.53496260188642,1531.2945817490677,23392.067883123826,28.683461759077225,0.7782495028500984
Ragi,2022,Winter     ,Odisha,30358.893684260907,22823.9383613768,1380.990553351085,5322442.878673967,10303.02960937806,0.6472139392190669
Rapeseed &Mustard,2022,Rabi       ,Odisha,0.0,0.0,1976.216237275546,0.0,0.0,0.0
Rapeseed &Mustard,2022,Winter     ,Odisha,5097.593202128358,2630.008339353547,1516.9093914640944,1254530.4520467736,2517.400831908681,0.3353402101548523
Rice,2022,Autumn     ,Odisha,398343.0611061674,813169.9561284332,1363.615372342792,81865446.5097212,142321.03984130596,1.4616932108330056
Rice,2022,Kharif     ,Odisha,4661807.862752833,1605482.3471381925,1293.424884509494,329116242.1234726,226434.99250126668,0.6555512508405823
Rice,2022,Summer     ,Odisha,919217.7567775252,958175.7725430254,1599.6788468550044,154160059.0232122,356085.8261554476,2.74499464541318
Rice,2022,Winter     ,Odisha,2952165.1201619147,8272721.589153239,1658.2646347054256,536347766.72582847,1188904.5710697973,2.346310147237378
Safflower,2022,Rabi       ,Odisha,0.0,14.951345135768673,1548.0988259336011,17780.713726892573,3.4048733773284394,0.6808315299897572
Sannhamp,2022,Kharif     ,Odisha,4830.869483324046,22498.7677806486,1600.6788563347966,811865.481504465,1789.4959242100178,4.922105627991032
Sannhamp,2022,Whole Year ,Odisha,5052.217161090433,156775.1577901595,0.0,0.0,0.0,9.292760507805236
Sesamum,2022,Autumn     ,Odisha,1536.1052207210478,429.96130848215097,1515.2593389159108,387901.7805522052,573.2048148727143,0.3063629591192387
Sesamum,2022,Kharif     ,Odisha,0.0,0.0,2142.386131765169,0.0,0.0,0.0
Sesamum,2022,Rabi       ,Odisha,75325.55475700324,25882.207236563547,1418.9475633502957,7892440.396200245,20487.22450477888,0.3896950790104024
Sesamum,2022,Summer     ,Odisha,105.6735466626688,118.97274180114964,1612.6102774181566,295287.7091875177,111.40454966463489,0.3880553427066524
Sesamum,2022,Winter     ,Odisha,2846.788353439902,1886.020324241671,1528.6367208929155,1445604.9148673187,1251.5777082071468,0.2485971143345096
Small millets,2022,Kharif     ,Odisha,28234.744914156043,17296.22928316217,1657.8639073013155,5444097.324768805,11761.413942317302,0.564222068765765
Soyabean,2022,Kharif     ,Odisha,61.88242088747972,10.086927288386176,1427.9539323053853,5837.61112911974,15.193635355591,0.1689823827947494
Sugarcane,2022,Whole Year ,Odisha,7560.99666230645,359517.8993752008,3551.400965501653,557593.1737231803,0.0,65.07762207321886
Sugarcane,2022,Winter     ,Odisha,3307.3290259695063,249347.6546270212,1338.0748421050737,1068690.790583126,1248.65437996669,59.983067677119536
Sunflower,2022,Kharif     ,Odisha,561.7231175087236,548.7207353361678,1794.452925011878,117139.06854537869,249.95258759597087,0.9241581639213414
Sunflower,2022,Rabi       ,Odisha,18335.36762820825,21711.87763494952,1658.521693969081,2939739.7668625345,6009.728085445755,1.2574064422724474
Sweet potato,2022,Kharif     ,Odisha,37387.37062048118,367701.8000053369,1644.499227033804,7256834.900410989,14641.52544408676,9.425273351333116
Sweet potato,2022,Rabi       ,Odisha,5993.487082615579,62877.50099178607,1596.4244397904242,1291708.7003103236,2397.473482796819,9.09811627963386
Sweet potato,2022,Whole Year ,Odisha,96711.82112280055,961156.8137244488,2384.424072792902,12119970.826067772,12795.342890237254,10.93616420532648
Tobacco,2022,Rabi       ,Odisha,129.6359065668743,89.39337612798725,1609.3130620811226,25118.55679836977,48.60260500865286,0.6745862247655173
Tobacco,2022,Whole Year ,Odisha,0.0,2171.0189606324766,1466.8285165432496,0.0,0.0,0.7206482337552729
Turmeric,2022,Kharif     ,Odisha,27324.418555548837,60915.56057497355,1675.8206251604895,5301321.344981577,12099.432580327675,2.2687946923271536
Turmeric,2022,Whole Year ,Odisha,13396.71892628908,36566.02363276432,2279.4235023657816,2232444.802892657,0.0,2.208098899178073
Urad,2022,Autumn     ,Odisha,17849.13931621864,5864.812689464914,1407.030727216502,3269408.153391258,5500.541964075283,0.3466473208203044
Urad,2022,Kharif     ,Odisha,0.0,0.0,2083.9020062336426,0.0,0.0,0.0
Urad,2022,Rabi       ,Odisha,281353.75136027555,100549.7192073699,1475.2424298940778,32896823.005523816,78105.11067462138,0.3741208938081233
Urad,2022,Summer     ,Odisha,9958.694701968929,5159.213505429891,1582.4542168256407,1631267.8560890723,3592.620283607162,0.4542195890128713
Urad,2022,Winter     ,Odisha,35655.83057004145,15544.090990700672,1502.6017664863375,8125203.125650947,12356.449751363982,0.4242697496819492
Wheat,2022,Rabi       ,Odisha,0.0,0.0,1349.3487862103275,0.0,0.0,2.543125434034969
Wheat,2022,Summer     ,Odisha,0.0,0.0,1455.5960913647407,0.0,0.0,1.658439971299018
Arhar/Tur,2023,Autumn     ,Odisha,26784.910370980688,6316.380492986079,1557.3839970900062,2313499.8371521216,8872.950545412194,0.1916508688575404
Arhar/Tur,2023,Kharif     ,Odisha,120273.9925356718,153256.27248523996,1645.5375959916753,24843796.3129624,49905.870928888085,0.9396895788640393
Arhar/Tur,2023,Rabi       ,Odisha,361.7789337672163,303.2754412413488,1701.9694977856582,35956.09740541602,90.44084742336454,1.3423123246183264
Arhar/Tur,2023,Summer     ,Odisha,89347.27596918795,16186.370669903728,1593.8049532346397,7551742.574707268,28739.05003062755,0.2226932009213638
Arhar/Tur,2023,Winter     ,Odisha,109699.8772273516,23579.5982731811,1479.95660633952,11087856.648903882,33970.48925484313,0.2066062421745399
Bajra,2023,Kharif     ,Odisha,1327.3351894780476,791.4177568051465,1505.1757306588215,290533.9909768927,511.44900305258346,0.7438612978417151
Castor seed,2023,Kharif     ,Odisha,3207.2443777796693,2319.384417216871,1686.868686751474,792894.4277319447,1384.1014801153297,1.0134432120938288
Castor seed,2023,Rabi       ,Odisha,627.963695436139,798.7837693829352,1654.942589462908,256790.3711418417,404.6219568934998,0.6428769703387749
Coriander,2023,Rabi       ,Odisha,17945.069832369394,13090.154366956443,1506.1668486534215,3857694.274788236,7431.413669888152,0.6093004415224043
Coriander,2023,Whole Year ,Odisha,57592.04539357576,24312.74748880535,2087.070827206461,6203673.08236289,9186.040447075597,0.5315103146767605
Cotton(lint),2023,Kharif     ,Odisha,197269.99156912288,701509.8115545579,1680.4018738508664,33882552.66998041,72174.6746247598,3.93470552267726
Cowpea(Lobia),2023,Kharif     ,Odisha,42046.85299979389,32628.55243286211,1574.0622293127344,6792631.92317252,13548.19241570569,0.7346541731748119
Cowpea(Lobia),2023,Rabi       ,Odisha,28282.506564387582,20981.308593523707,1452.5288378279658,4886882.082164596,10225.425386688115,0.7814754081707683
Dry chillies,2023,Kharif     ,Odisha,20648.90557234136,21399.2074322849,1690.311882712591,4062010.231317775,9465.491346019788,0.8860932829448336
Dry chillies,2023,Rabi       ,Odisha,52251.18780194981,70945.92797808064,1515.5265398034212,9554348.784421269,20109.88667442052,1.461081608117545
Dry chillies,2023,Whole Year ,Odisha,112354.38381551634,88012.02808476903,2119.765952232212,14543580.671962803,7795.355480135286,0.819307443085567
Garlic,2023,Rabi       ,Odisha,13073.157627747732,50694.170356000366,1674.8471506497724,2337868.711271991,4759.742825923187,4.505298005759135
Garlic,2023,Whole Year ,Odisha,24023.739251486782,76299.29496185489,2353.221038826486,2473401.874225007,3116.1988766794707,3.133915937525518
Ginger,2023,Kharif     ,Odisha,19549.65083203953,239269.40526005864,1810.3428280560024,3126478.4294548607,6825.726953784649,14.633771465029506
Gram,2023,Rabi       ,Odisha,29805.96573553693,22833.321033005053,1483.0397195696191,5017162.597430055,10966.15328272553,0.8700586988878916
Groundnut,2023,Autumn     ,Odisha,11173.998665327646,12464.73629132,1607.9660574814284,2744896.5497820443,4196.231472868689,1.1617603745622311
Groundnut,2023,Kharif     ,Odisha,0.0,8659.912640148132,2352.7392900949308,0.0,0.0,0.8895783717792032
Groundnut,2023,Rabi       ,Odisha,156439.64682627717,238878.49747090664,1450.6362858098562,15749385.029347138,41771.61802692703,1.5394770234145996
Groundnut,2023,Summer     ,Odisha,16953.380856309628,32425.64452048729,1535.8781698326038,3825125.714609392,5912.561720084063,1.7261471001824813
Groundnut,2023,Winter     ,Odisha,300.9451951150322,1145.574439667087,1461.6969224598329,199268.53377244703,193.97387914499097,1.3615459126757343
Horse-gram,2023,Kharif     ,Odisha,132002.96176062757,57312.97228855527,3984.884175275054,12116714.184228184,19653.209793525315,0.5795789793210784
Horse-gram,2023,Rabi       ,Odisha,287888.4650498056,106211.84773825244,1479.2359038109828,31141387.4389897,82438.85565239273,0.3065758705852686
Horse-gram,2023,Summer     ,Odisha,0.0,0.0,1354.1336595746982,0.0,0.0,0.4494769628360355
Horse-gram,2023,Winter     ,Odisha,3849.746352301169,5718.855067151895,1503.5988940641291,3251209.45291601,2698.4820516090203,0.4253124253866876
Jowar,2023,Kharif     ,Odisha,3993.532281699096,2501.5557926120364,1606.0661442589023,792163.220599784,1548.7827577772944,0.6451998887753438
Jute,2023,Autumn     ,Odisha,0.0,0.0,1619.392716821881,0.0,0.0,1.85220090104922
Jute,2023,Kharif     ,Odisha,0.0,0.0,2195.541353045461,0.0,0.0,20.47184239537346
Linseed,2023,Rabi       ,Odisha,7154.195477859299,4227.537059405152,1542.7933967233123,1534339.65649388,2664.059834220401,0.4808239513015555
Maize,2023,Autumn     ,Odisha,76854.58458833193,212838.61127969983,1582.7257003075604,13422219.07605048,28275.24336737514,1.9391477455952768
Maize,2023,Kharif     ,Odisha,0.0,0.0,2447.5027107731275,0.0,0.0,0.0
Maize,2023,Rabi       ,Odisha,43037.83480980898,56726.71283092839,2413.6991814041075,3743687.6060205614,8772.09500990084,0.9318910230659516
Maize,2023,Summer     ,Odisha,3689.656424912871,11510.02054297238,1600.8092509614946,705948.6814228779,1314.4375569903114,2.5741960191800857
Maize,2023,Winter     ,Odisha,5.735547456484716,0.0,1604.1868853337603,22271.633570390262,59.33743520261705,2.3456610652502707
Masoor,2023,Rabi       ,Odisha,8441.231748315273,4125.68420747762,1521.479609951262,1526378.1280475718,3093.987619636373,0.5653996618259758
Mesta,2023,Kharif     ,Odisha,0.0,3633.0391952842583,1757.3269496597406,369696.35304342513,523.2669117881835,5.3319065888946025
Moong(Green Gram),2023,Autumn     ,Odisha,21091.204041863075,7031.106892758923,1471.2561165768775,4081091.496624077,8953.896205614697,0.4334342191555855
Moong(Green Gram),2023,Kharif     ,Odisha,711494.6334897741,105319.373438455,2224.025467179939,64534904.99199324,147797.07772387587,0.0
Moong(Green Gram),2023,Rabi       ,Odisha,456890.8745481424,177146.86843316242,1363.2085984766657,49498835.917528704,113126.4042395266,0.3676857738968379
Moong(Green Gram),2023,Summer     ,Odisha,186063.6166565695,75077.12041427518,1529.656648558611,29572746.07932785,66063.16089405584,0.5240345978191101
Moong(Green Gram),2023,Winter     ,Odisha,69350.77184177794,27158.031052415943,1528.0137603029427,13442706.783610571,29765.66095487841,0.4051460827543983
Niger seed,2023,Kharif     ,Odisha,16736.017901073756,0.0,2153.612443738073,0.0,0.0,0.0
Niger seed,2023,Rabi       ,Odisha,354047.16793623863,92191.26609328114,1445.6856911366722,35146178.01339128,59087.45681378608,0.0629704202655045
Niger seed,2023,Winter     ,Odisha,7031.280976350358,6437.152230680109,1768.962260498201,1048668.716705914,3116.794733456666,0.3799475421010946
Onion,2023,Rabi       ,Odisha,35060.04553171829,425286.593776475,1722.1562117432277,6062355.608377364,11342.537771184268,12.504559565849677
Onion,2023,Whole Year ,Odisha,0.0,0.0,1580.149900003989,0.0,0.0,16.344861823618974
Other  Rabi pulses,2023,Rabi       ,Odisha,86878.9946161718,44641.89828071522,1713.4099337373332,17574668.57626825,33111.586975723774,0.4694234928838821
Other Kharif pulses,2023,Kharif     ,Odisha,101347.50819022776,39366.427097298336,1739.0123896482658,14886719.244693616,35081.665295528335,0.4105107976305676
Peas & beans (Pulses),2023,Rabi       ,Odisha,31420.600264288667,26087.536049316877,1517.1902570115956,5424054.234528708,12250.14331434249,0.790433867776589
Potato,2023,Whole Year ,Odisha,496.0261044611051,13039.525943317674,1362.7241453764375,48641.63695511324,0.0,10.765372390038172
Potato,2023,Winter     ,Odisha,4241.037213355834,51205.13640112591,1563.967376553967,826806.3875042483,1671.3821904159086,12.108294508246065
Ragi,2023,Autumn     ,Odisha,2501.296309605541,2414.679095343284,1499.528339601785,1413133.9789750634,1255.434793311401,0.6720627427691426
Ragi,2023,Kharif     ,Odisha,0.0,0.0,2308.1399500518773,0.0,0.0,0.0
Ragi,2023,Rabi       ,Odisha,6613.143584445407,6984.167941275535,1541.079479231746,754053.1112537096,2152.8616249491133,0.7246652248038593
Ragi,2023,Summer     ,Odisha,39.87534821650601,48.82419937965258,1526.1686896891586,23914.561921866774,23.43833055124544,0.7049493884611828
Ragi,2023,Winter     ,Odisha,28634.210899016987,22733.353379130072,1442.909887911546,5874478.47603246,10579.028813187895,0.6706095031850879
Rapeseed &Mustard,2023,Rabi       ,Odisha,0.0,0.0,2172.3222066843496,0.0,0.0,0.0
Rapeseed &Mustard,2023,Winter     ,Odisha,4726.158619935634,2384.8730871522625,1484.7906698595805,1096852.1669967626,2229.230340809078,0.3085696858417348
Rice,2023,Autumn     ,Odisha,396976.4642549951,711479.6452837773,1683.149435673777,80779907.2835691,150433.78777443306,1.639177069303857
Rice,2023,Kharif     ,Odisha,4559845.15568397,1228699.392771955,1189.9031552515796,282584860.8634684,153715.22999572233,0.567060159058648
Rice,2023,Summer     ,Odisha,1165037.8724129891,989930.1349319596,1445.0452601888746,160443267.45145994,339193.96117624827,2.595504900377883
Rice,2023,Winter     ,Odisha,3158659.4401010685,7846772.439124866,1451.5182346474169,571747727.334909,1104071.3669444302,2.5047670506605484
Safflower,2023,Rabi       ,Odisha,0.0,0.0,1460.7077891421318,8523.12542220129,0.0,0.6018410029276816
Sannhamp,2023,Kharif     ,Odisha,5135.0551609280665,23874.41570085649,1560.259425273857,852490.2927346881,1771.188492049837,4.421152906673289
Sannhamp,2023,Whole Year ,Odisha,4382.835996036437,164894.47520198126,0.0,0.0,0.0,9.30989730063523
Sesamum,2023,Autumn     ,Odisha,1152.6893780792705,418.8137399643096,1517.9383571632047,382905.62994231633,520.281624666154,0.3112157933024984
Sesamum,2023,Kharif     ,Odisha,0.0,0.0,2374.4671303041923,0.0,0.0,0.0
Sesamum,2023,Rabi       ,Odisha,78032.17412793233,30033.95882987888,1407.2981969821844,7615593.703934184,19116.075932351505,0.3591943602602399
Sesamum,2023,Summer     ,Odisha,0.0,0.0,1573.4714239943578,261525.64832509143,0.0,0.3850975534859412
Sesamum,2023,Winter     ,Odisha,906.563943957014,1369.237186679545,1590.3463391713092,1347285.9719352694,824.3681744575036,0.2473041248111473
